person_age,person_age_cleaned,person_income,person_income_cleaned,person_home_ownership,person_emp_length,person_emp_length_cleaned,loan_intent,loan_grade,loan_amnt,loan_amnt_cleaned,loan_int_rate,loan_status,loan_percent_income,loan_percent_income_cleaned,cb_person_default_on_file,cb_person_cred_hist_length
28,28.0,48000,48000,RENT,2.0,2.0,VENTURE,B,4600,4600,11.86,0,0.1,0.0958,N,8
30,30.0,50000,50000,RENT,6.0,6.0,VENTURE,B,4600,4600,11.49,0,0.09,0.092,N,7
27,27.0,58000,58000,RENT,0.0,0.0,EDUCATION,C,4600,4600,13.99,0,0.08,0.0793,N,8
34,34.0,40000,40000,OWN,7.0,7.0,MEDICAL,A,4200,4200,6.76,0,0.1,0.105,N,7
28,28.0,60000,60000,RENT,12.0,12.0,DEBTCONSOLIDATION,A,4600,4600,7.88,0,0.08,0.0767,N,6
32,32.0,150000,140250,RENT,14.0,14.0,MEDICAL,B,4600,4600,9.62,0,0.03,0.0307,N,6
32,32.0,37000,37000,RENT,3.0,3.0,HOMEIMPROVEMENT,C,4650,4650,13.49,1,0.13,0.1257,N,7
32,32.0,50000,50000,RENT,0.0,0.0,VENTURE,B,4675,4675,10.0,0,0.09,0.0935,N,7
33,33.0,65000,65000,RENT,1.0,1.0,EDUCATION,B,4700,4700,9.45,0,0.07,0.0723,N,7
33,33.0,40000,40000,MORTGAGE,4.0,4.0,PERSONAL,A,12000,12000,,0,0.3,0.3,N,5
33,33.0,86000,86000,RENT,0.0,0.0,DEBTCONSOLIDATION,A,4700,4700,9.63,0,0.05,0.0547,N,7
31,31.0,40000,40000,OWN,0.0,0.0,MEDICAL,D,15000,15000,15.31,0,0.38,0.375,Y,10
27,27.0,14000,14000,RENT,5.0,5.0,HOMEIMPROVEMENT,B,4750,4750,10.0,1,0.34,0.3393,N,9
31,31.0,14400,14400,RENT,3.0,3.0,HOMEIMPROVEMENT,D,4750,4750,14.59,1,0.33,0.3299,Y,8
35,35.0,17000,17000,RENT,0.0,0.0,MEDICAL,A,4750,4750,9.32,1,0.28,0.2794,N,6
34,34.0,19200,19200,RENT,12.0,12.0,DEBTCONSOLIDATION,B,4750,4750,11.83,1,0.25,0.2474,N,10
32,32.0,20000,20000,RENT,3.0,3.0,DEBTCONSOLIDATION,B,4750,4750,10.37,0,0.24,0.2375,N,8
28,28.0,27840,27840,RENT,5.0,5.0,PERSONAL,C,4750,4750,13.57,0,0.17,0.1706,N,5
27,27.0,40000,40000,OWN,3.0,3.0,PERSONAL,A,5000,5000,8.59,0,0.13,0.125,N,7
30,30.0,31000,31000,RENT,7.0,7.0,MEDICAL,D,4750,4750,14.84,1,0.15,0.1532,N,9
34,34.0,39996,39996,RENT,0.0,0.0,DEBTCONSOLIDATION,B,4750,4750,9.25,0,0.12,0.1188,N,10
31,31.0,60000,60000,RENT,2.0,2.0,PERSONAL,A,4750,4750,5.99,0,0.08,0.0792,N,5
30,30.0,60000,60000,RENT,0.0,0.0,DEBTCONSOLIDATION,B,4750,4750,9.99,0,0.08,0.0792,N,7
33,33.0,14076,14076,RENT,,,EDUCATION,A,4800,4800,6.76,1,0.34,0.341,N,8
28,28.0,14400,14400,RENT,2.0,2.0,VENTURE,C,4800,4800,14.65,1,0.33,0.3333,Y,9
35,35.0,14400,14400,RENT,2.0,2.0,VENTURE,B,4800,4800,10.62,1,0.33,0.3333,N,7
29,29.0,40000,40000,MORTGAGE,9.0,9.0,EDUCATION,C,1400,1400,14.26,0,0.04,0.035,Y,5
30,30.0,34000,34000,MORTGAGE,14.0,14.0,VENTURE,D,6000,6000,14.96,1,0.18,0.1765,Y,6
28,28.0,15000,15000,RENT,1.0,1.0,MEDICAL,B,4800,4800,10.99,1,0.32,0.32,N,8
28,28.0,19200,19200,RENT,4.0,4.0,VENTURE,C,4800,4800,,1,0.25,0.25,N,6
28,28.0,20000,20000,RENT,2.0,2.0,MEDICAL,A,4800,4800,,0,0.24,0.24,N,8
29,29.0,40000,40000,MORTGAGE,8.0,8.0,EDUCATION,A,8000,8000,8.59,0,0.2,0.2,N,10
27,27.0,20400,20400,RENT,,,DEBTCONSOLIDATION,A,4800,4800,,0,0.24,0.2353,N,6
27,27.0,40000,40000,MORTGAGE,4.0,4.0,EDUCATION,A,3500,3500,9.63,0,0.09,0.0875,N,9
31,31.0,22000,22000,RENT,6.0,6.0,EDUCATION,B,4800,4800,10.65,0,0.22,0.2182,N,10
33,33.0,40000,40000,MORTGAGE,1.0,1.0,PERSONAL,A,7200,7200,9.32,0,0.18,0.18,N,8
29,29.0,40000,40000,MORTGAGE,3.0,3.0,MEDICAL,A,6600,6600,8.0,0,0.17,0.165,N,10
28,28.0,40000,40000,MORTGAGE,6.0,6.0,PERSONAL,A,10000,10000,9.32,0,0.25,0.25,N,8
33,33.0,34000,34000,MORTGAGE,8.0,8.0,HOMEIMPROVEMENT,D,6000,6000,14.11,1,0.18,0.1765,N,9
28,28.0,22884,22884,RENT,4.0,4.0,DEBTCONSOLIDATION,B,4800,4800,10.38,0,0.21,0.2098,N,7
33,33.0,40000,40000,MORTGAGE,2.0,2.0,PERSONAL,B,6000,6000,12.21,0,0.15,0.15,N,10
33,33.0,40000,40000,MORTGAGE,3.0,3.0,EDUCATION,C,9000,9000,13.16,0,0.23,0.225,N,5
31,31.0,25000,25000,RENT,0.0,0.0,MEDICAL,C,4800,4800,11.54,0,0.19,0.192,Y,10
27,27.0,27180,27180,RENT,,,MEDICAL,A,4800,4800,7.14,0,0.18,0.1766,N,10
27,27.0,40000,40000,OTHER,0.0,0.0,MEDICAL,A,1200,1200,,0,0.03,0.03,N,8
33,33.0,27996,27996,RENT,0.0,0.0,VENTURE,A,4800,4800,9.63,0,0.17,0.1715,N,8
28,28.0,40000,40000,MORTGAGE,10.0,10.0,DEBTCONSOLIDATION,B,10000,10000,11.26,0,0.25,0.25,N,6
29,29.0,40000,40000,OTHER,1.0,1.0,MEDICAL,A,10000,10000,8.0,0,0.25,0.25,N,10
28,28.0,29004,29004,RENT,5.0,5.0,VENTURE,C,4800,4800,15.23,0,0.17,0.1655,Y,7
31,31.0,30000,30000,RENT,,,MEDICAL,B,4800,4800,12.42,0,0.16,0.16,N,8
31,31.0,30000,30000,RENT,2.0,2.0,PERSONAL,D,4800,4800,14.84,1,0.16,0.16,Y,8
28,28.0,30000,30000,RENT,1.0,1.0,EDUCATION,C,4800,4800,13.47,0,0.16,0.16,N,8
30,30.0,31000,31000,RENT,1.0,1.0,MEDICAL,C,4800,4800,13.43,0,0.15,0.1548,Y,5
35,35.0,40000,40000,MORTGAGE,18.0,18.0,MEDICAL,B,7200,7200,10.71,0,0.18,0.18,N,5
31,31.0,40000,40000,MORTGAGE,4.0,4.0,MEDICAL,C,12650,12650,11.34,0,0.32,0.3162,N,9
29,29.0,33600,33600,RENT,3.0,3.0,EDUCATION,A,4800,4800,5.79,0,0.14,0.1429,N,9
28,28.0,33763,33763,RENT,5.0,5.0,MEDICAL,A,4800,4800,7.14,0,0.14,0.1422,N,5
28,28.0,34000,34000,RENT,1.0,1.0,VENTURE,B,4800,4800,11.49,0,0.14,0.1412,N,7
32,32.0,29000,29000,RENT,17.0,17.0,PERSONAL,D,4800,4800,16.29,1,0.17,0.1655,Y,7
33,33.0,40056,40056,MORTGAGE,5.0,5.0,VENTURE,B,16750,16750,9.88,0,0.42,0.4182,N,6
28,28.0,35000,35000,RENT,2.0,2.0,MEDICAL,C,4800,4800,13.49,0,0.14,0.1371,N,5
27,27.0,35000,35000,RENT,3.0,3.0,MEDICAL,B,4800,4800,9.99,0,0.14,0.1371,N,8
28,28.0,40200,40200,MORTGAGE,5.0,5.0,EDUCATION,A,1900,1900,5.99,0,0.05,0.0473,N,10
27,27.0,40250,40250,MORTGAGE,5.0,5.0,HOMEIMPROVEMENT,B,5600,5600,,0,0.14,0.1391,N,7
28,28.0,36000,36000,RENT,1.0,1.0,MEDICAL,C,4800,4800,12.61,0,0.13,0.1333,N,9
28,28.0,34300,34300,MORTGAGE,1.0,1.0,MEDICAL,D,6125,6125,16.89,1,0.18,0.1786,N,10
32,32.0,36400,36400,RENT,3.0,3.0,EDUCATION,D,4800,4800,14.11,0,0.13,0.1319,Y,6
32,32.0,32400,32400,RENT,4.0,4.0,HOMEIMPROVEMENT,B,4800,4800,9.99,1,0.15,0.1481,N,6
35,35.0,32900,32900,RENT,4.0,4.0,HOMEIMPROVEMENT,C,4800,4800,13.23,1,0.15,0.1459,Y,9
27,27.0,40000,40000,RENT,0.0,0.0,DEBTCONSOLIDATION,A,4800,4800,,0,0.12,0.12,N,8
27,27.0,40000,40000,RENT,4.0,4.0,DEBTCONSOLIDATION,B,4800,4800,11.71,0,0.12,0.12,N,8
30,30.0,40000,40000,RENT,3.0,3.0,EDUCATION,C,4800,4800,12.68,0,0.12,0.12,N,5
28,28.0,40500,40500,MORTGAGE,0.0,0.0,VENTURE,C,12000,12000,12.23,0,0.3,0.2963,Y,5
28,28.0,42000,42000,RENT,5.0,5.0,MEDICAL,B,4800,4800,12.42,0,0.11,0.1143,N,9
27,27.0,44000,44000,RENT,6.0,6.0,VENTURE,A,4800,4800,7.51,0,0.11,0.1091,N,10
28,28.0,38100,38100,RENT,6.0,6.0,DEBTCONSOLIDATION,B,4800,4800,9.63,1,0.13,0.126,N,10
29,29.0,40500,40500,MORTGAGE,0.0,0.0,EDUCATION,A,6000,6000,8.38,0,0.15,0.1481,N,8
27,27.0,40560,40560,MORTGAGE,8.0,8.0,DEBTCONSOLIDATION,A,3000,3000,7.29,0,0.07,0.074,N,8
27,27.0,40700,40700,MORTGAGE,8.0,8.0,EDUCATION,D,20400,20400,,0,0.5,0.5012,N,8
32,32.0,40704,40704,MORTGAGE,9.0,9.0,HOMEIMPROVEMENT,B,10000,10000,9.63,0,0.25,0.2457,N,7
31,31.0,40740,40740,MORTGAGE,16.0,16.0,HOMEIMPROVEMENT,A,6400,6400,8.49,0,0.16,0.1571,N,6
33,33.0,45000,45000,RENT,1.0,1.0,DEBTCONSOLIDATION,B,4800,4800,10.59,0,0.11,0.1067,N,8
29,29.0,40777,40777,MORTGAGE,4.0,4.0,PERSONAL,D,8000,8000,14.91,0,0.2,0.1962,Y,8
27,27.0,40800,40800,MORTGAGE,6.0,6.0,HOMEIMPROVEMENT,B,8000,8000,12.69,0,0.2,0.1961,N,6
30,30.0,45000,45000,RENT,0.0,0.0,MEDICAL,B,4800,4800,10.37,0,0.11,0.1067,N,6
28,28.0,40800,40800,MORTGAGE,12.0,12.0,EDUCATION,A,6700,6700,6.99,0,0.16,0.1642,N,8
27,27.0,40800,40800,MORTGAGE,4.0,4.0,EDUCATION,B,6000,6000,11.49,0,0.15,0.1471,N,10
33,33.0,40800,40800,MORTGAGE,,,DEBTCONSOLIDATION,A,15000,15000,7.51,0,0.37,0.3676,N,5
29,29.0,40800,40800,MORTGAGE,11.0,11.0,HOMEIMPROVEMENT,C,3200,3200,14.22,0,0.08,0.0784,Y,10
28,28.0,40800,40800,MORTGAGE,,,DEBTCONSOLIDATION,A,5000,5000,6.76,0,0.12,0.1225,N,10
29,29.0,40800,40800,MORTGAGE,0.0,0.0,HOMEIMPROVEMENT,A,2000,2000,7.74,0,0.05,0.049,N,8
30,30.0,49000,49000,RENT,1.0,1.0,EDUCATION,C,4800,4800,13.79,0,0.1,0.098,Y,9
27,27.0,49200,49200,RENT,4.0,4.0,DEBTCONSOLIDATION,C,4800,4800,14.65,0,0.1,0.0976,N,7
34,34.0,50000,50000,RENT,8.0,8.0,EDUCATION,B,4800,4800,,0,0.1,0.096,N,10
28,28.0,50000,50000,RENT,1.0,1.0,PERSONAL,B,4800,4800,10.37,0,0.1,0.096,N,10
30,30.0,51000,51000,RENT,14.0,14.0,MEDICAL,B,4800,4800,12.69,0,0.09,0.0941,N,10
29,29.0,34999,34999,MORTGAGE,8.0,8.0,DEBTCONSOLIDATION,D,6250,6250,15.95,1,0.18,0.1786,Y,9
31,31.0,54000,54000,RENT,1.0,1.0,MEDICAL,C,4800,4800,12.99,0,0.09,0.0889,Y,10
30,30.0,54000,54000,RENT,2.0,2.0,VENTURE,C,4800,4800,13.23,0,0.09,0.0889,N,8
30,30.0,54996,54996,RENT,2.0,2.0,MEDICAL,A,4800,4800,6.03,0,0.09,0.0873,N,8
28,28.0,49000,49000,RENT,6.0,6.0,DEBTCONSOLIDATION,D,4800,4800,15.99,1,0.1,0.098,N,5
30,30.0,56000,56000,RENT,7.0,7.0,HOMEIMPROVEMENT,C,4800,4800,13.92,0,0.09,0.0857,Y,9
29,29.0,56048,56048,RENT,4.0,4.0,PERSONAL,A,4800,4800,6.39,0,0.09,0.0856,N,6
28,28.0,57408,57408,RENT,2.0,2.0,HOMEIMPROVEMENT,B,4800,4800,11.99,0,0.08,0.0836,N,6
27,27.0,60000,60000,RENT,3.0,3.0,PERSONAL,C,4800,4800,13.35,0,0.08,0.08,Y,9
30,30.0,61000,61000,RENT,4.0,4.0,MEDICAL,C,4800,4800,14.79,0,0.08,0.0787,N,10
28,28.0,56000,56000,RENT,5.0,5.0,DEBTCONSOLIDATION,E,4800,4800,16.45,1,0.09,0.0857,N,7
34,34.0,57000,57000,RENT,7.0,7.0,DEBTCONSOLIDATION,C,4800,4800,,1,0.08,0.0842,Y,10
31,31.0,57996,57996,RENT,4.0,4.0,PERSONAL,D,4800,4800,15.58,1,0.08,0.0828,Y,9
29,29.0,41000,41000,OWN,6.0,6.0,MEDICAL,B,5000,5000,11.99,0,0.12,0.122,N,5
29,29.0,64744,64744,RENT,13.0,13.0,EDUCATION,B,4800,4800,,0,0.07,0.0741,N,6
33,33.0,41000,41000,MORTGAGE,6.0,6.0,MEDICAL,A,9000,9000,,0,0.22,0.2195,N,9
29,29.0,59004,59004,RENT,0.0,0.0,DEBTCONSOLIDATION,B,4800,4800,11.49,1,0.08,0.0814,N,7
33,33.0,66000,66000,RENT,5.0,5.0,HOMEIMPROVEMENT,C,4800,4800,13.57,0,0.07,0.0727,N,7
28,28.0,66560,66560,RENT,4.0,4.0,PERSONAL,B,4800,4800,10.36,0,0.07,0.0721,N,5
27,27.0,35000,35000,MORTGAGE,3.0,3.0,MEDICAL,E,6000,6000,16.69,1,0.17,0.1714,N,8
29,29.0,41000,41000,MORTGAGE,7.0,7.0,VENTURE,A,6000,6000,5.79,0,0.15,0.1463,N,8
27,27.0,68004,68004,RENT,2.0,2.0,MEDICAL,B,4800,4800,12.21,0,0.07,0.0706,N,5
29,29.0,69000,69000,RENT,13.0,13.0,MEDICAL,B,4800,4800,11.11,0,0.07,0.0696,N,10
30,30.0,41000,41000,MORTGAGE,1.0,1.0,HOMEIMPROVEMENT,C,10000,10000,12.73,0,0.24,0.2439,Y,10
34,34.0,77000,77000,RENT,0.0,0.0,VENTURE,A,4800,4800,7.14,0,0.06,0.0623,N,7
35,35.0,80000,80000,RENT,5.0,5.0,DEBTCONSOLIDATION,A,4800,4800,7.49,0,0.06,0.06,N,9
34,34.0,96900,96900,RENT,1.0,1.0,DEBTCONSOLIDATION,A,4800,4800,5.42,0,0.05,0.0495,N,10
27,27.0,41000,41000,MORTGAGE,3.0,3.0,PERSONAL,A,10000,10000,8.59,0,0.24,0.2439,N,8
28,28.0,118000,118000,RENT,7.0,7.0,DEBTCONSOLIDATION,A,4800,4800,8.9,0,0.04,0.0407,N,6
30,30.0,120000,120000,RENT,0.0,0.0,HOMEIMPROVEMENT,A,4800,4800,7.4,0,0.04,0.04,N,8
29,29.0,300000,140250,RENT,5.0,5.0,PERSONAL,B,4800,4800,10.99,0,0.02,0.016,N,6
32,32.0,41000,41000,MORTGAGE,2.0,2.0,PERSONAL,D,8000,8000,15.05,0,0.2,0.1951,N,9
35,35.0,41000,41000,MORTGAGE,0.0,0.0,DEBTCONSOLIDATION,B,8000,8000,10.83,0,0.2,0.1951,N,6
32,32.0,64052,64052,RENT,3.0,3.0,HOMEIMPROVEMENT,B,4875,4875,10.74,0,0.08,0.0761,N,9
30,30.0,41000,41000,MORTGAGE,14.0,14.0,HOMEIMPROVEMENT,B,18000,18000,9.01,0,0.44,0.439,N,7
28,28.0,23350,23350,RENT,8.0,8.0,MEDICAL,A,4900,4900,7.88,0,0.21,0.2099,N,6
31,31.0,41004,41004,MORTGAGE,5.0,5.0,DEBTCONSOLIDATION,A,4000,4000,,0,0.1,0.0976,N,5
34,34.0,41004,41004,MORTGAGE,5.0,5.0,HOMEIMPROVEMENT,C,16000,16000,11.78,0,0.39,0.3902,N,5
27,27.0,96000,96000,RENT,3.0,3.0,HOMEIMPROVEMENT,A,10000,10000,7.88,0,0.1,0.1042,N,10
33,33.0,35050,35050,MORTGAGE,15.0,15.0,MEDICAL,A,8000,8000,8.32,1,0.23,0.2282,N,6
31,31.0,41053,41053,MORTGAGE,1.0,1.0,PERSONAL,A,12000,12000,,0,0.29,0.2923,N,7
29,29.0,96500,96500,RENT,13.0,13.0,PERSONAL,B,10000,10000,8.88,0,0.1,0.1036,N,8
33,33.0,41196,41196,OWN,0.0,0.0,VENTURE,C,3300,3300,12.99,0,0.08,0.0801,N,7
27,27.0,98004,98004,RENT,8.0,8.0,HOMEIMPROVEMENT,A,10000,10000,6.54,0,0.1,0.102,N,10
35,35.0,41235,41235,OWN,7.0,7.0,MEDICAL,A,3000,3000,7.14,0,0.07,0.0728,N,9
28,28.0,88000,88000,RENT,3.0,3.0,PERSONAL,B,10000,10000,10.65,1,0.11,0.1136,N,9
31,31.0,100000,100000,RENT,2.0,2.0,VENTURE,A,10000,10000,8.49,0,0.1,0.1,N,5
32,32.0,100000,100000,RENT,0.0,0.0,DEBTCONSOLIDATION,B,10000,10000,9.99,0,0.1,0.1,N,8
31,31.0,100000,100000,RENT,5.0,5.0,VENTURE,A,10000,10000,,0,0.1,0.1,N,8
28,28.0,100000,100000,RENT,1.0,1.0,EDUCATION,A,10000,10000,7.51,0,0.1,0.1,N,7
32,32.0,41400,41400,OWN,,,PERSONAL,A,10500,10500,6.62,0,0.25,0.2536,N,9
29,29.0,100000,100000,RENT,4.0,4.0,VENTURE,A,10000,10000,9.63,0,0.1,0.1,N,9
30,30.0,102000,102000,RENT,3.0,3.0,HOMEIMPROVEMENT,A,10000,10000,6.03,0,0.1,0.098,N,8
32,32.0,41464,41464,MORTGAGE,16.0,16.0,DEBTCONSOLIDATION,A,3500,3500,8.32,0,0.08,0.0844,N,9
34,34.0,35496,35496,MORTGAGE,15.0,15.0,EDUCATION,C,2800,2800,14.17,1,0.08,0.0789,Y,7
32,32.0,76500,76500,RENT,12.0,12.0,MEDICAL,D,10000,10000,13.24,1,0.11,0.1307,Y,9
27,27.0,41500,41500,OWN,11.0,11.0,VENTURE,A,4500,4500,7.49,0,0.11,0.1084,N,5
27,27.0,103000,103000,RENT,9.0,9.0,HOMEIMPROVEMENT,A,10000,10000,8.59,0,0.1,0.0971,N,10
28,28.0,103241,103241,RENT,2.0,2.0,DEBTCONSOLIDATION,B,10000,10000,9.88,0,0.1,0.0969,N,8
30,30.0,108000,108000,RENT,2.0,2.0,PERSONAL,B,10000,10000,10.65,0,0.09,0.0926,N,5
31,31.0,110000,110000,RENT,4.0,4.0,HOMEIMPROVEMENT,D,10000,10000,15.99,0,0.09,0.0909,Y,9
34,34.0,110000,110000,RENT,0.0,0.0,DEBTCONSOLIDATION,A,10000,10000,7.66,0,0.09,0.0909,N,9
32,32.0,41600,41600,MORTGAGE,2.0,2.0,VENTURE,B,13200,13200,11.71,0,0.32,0.3173,N,7
28,28.0,110000,110000,RENT,2.0,2.0,HOMEIMPROVEMENT,C,10000,10000,13.22,0,0.09,0.0909,N,5
33,33.0,110000,110000,RENT,3.0,3.0,DEBTCONSOLIDATION,C,10000,10000,13.57,0,0.09,0.0909,Y,10
33,33.0,110000,110000,RENT,0.0,0.0,VENTURE,A,10000,10000,9.32,0,0.09,0.0909,N,6
34,34.0,41600,41600,MORTGAGE,16.0,16.0,DEBTCONSOLIDATION,A,17500,17500,6.17,0,0.42,0.4207,N,6
30,30.0,41600,41600,MORTGAGE,2.0,2.0,EDUCATION,A,4500,4500,6.76,0,0.11,0.1082,N,9
28,28.0,41600,41600,OWN,0.0,0.0,VENTURE,B,13000,13000,11.58,0,0.31,0.3125,N,9
30,30.0,41604,41604,MORTGAGE,7.0,7.0,VENTURE,B,15000,15000,10.0,0,0.36,0.3605,N,9
28,28.0,41700,41700,MORTGAGE,7.0,7.0,VENTURE,B,7750,7750,12.21,0,0.19,0.1859,N,9
27,27.0,117000,117000,RENT,2.0,2.0,EDUCATION,A,10000,10000,8.0,0,0.09,0.0855,N,10
30,30.0,118000,118000,RENT,5.0,5.0,HOMEIMPROVEMENT,A,10000,10000,7.14,0,0.08,0.0847,N,7
33,33.0,41916,41916,MORTGAGE,2.0,2.0,VENTURE,B,7000,7000,10.36,0,0.17,0.167,N,8
34,34.0,41979,41979,MORTGAGE,14.0,14.0,EDUCATION,C,8150,8150,15.23,0,0.19,0.1941,N,10
30,30.0,120000,120000,RENT,3.0,3.0,HOMEIMPROVEMENT,E,10000,10000,17.04,0,0.08,0.0833,N,5
28,28.0,125000,125000,RENT,5.0,5.0,EDUCATION,B,10000,10000,9.99,0,0.08,0.08,N,9
30,30.0,125000,125000,RENT,3.0,3.0,HOMEIMPROVEMENT,B,10000,10000,10.74,0,0.08,0.08,N,6
28,28.0,42000,42000,MORTGAGE,5.0,5.0,HOMEIMPROVEMENT,B,5375,5375,10.65,0,0.13,0.128,N,7
27,27.0,125000,125000,RENT,5.0,5.0,VENTURE,B,10000,10000,10.62,0,0.08,0.08,N,6
35,35.0,126000,126000,RENT,19.0,19.0,EDUCATION,D,10000,10000,16.29,0,0.08,0.0794,N,5
27,27.0,130000,130000,RENT,3.0,3.0,MEDICAL,B,10000,10000,11.49,0,0.08,0.0769,N,10
27,27.0,130000,130000,RENT,6.0,6.0,EDUCATION,A,10000,10000,7.74,0,0.08,0.0769,N,5
29,29.0,130000,130000,RENT,1.0,1.0,EDUCATION,C,10000,10000,14.26,0,0.08,0.0769,N,5
27,27.0,130000,130000,RENT,2.0,2.0,VENTURE,C,10000,10000,13.47,0,0.08,0.0769,Y,6
28,28.0,42000,42000,OWN,4.0,4.0,PERSONAL,C,8000,8000,15.96,0,0.19,0.1905,N,7
31,31.0,120600,120600,RENT,5.0,5.0,VENTURE,C,10000,10000,13.49,1,0.08,0.0829,N,5
29,29.0,136000,136000,RENT,0.0,0.0,DEBTCONSOLIDATION,A,10000,10000,7.14,0,0.07,0.0735,N,6
32,32.0,128000,128000,RENT,11.0,11.0,VENTURE,C,10000,10000,13.85,1,0.08,0.0781,Y,5
32,32.0,140900,140250,RENT,1.0,1.0,PERSONAL,C,10000,10000,14.79,0,0.07,0.071,Y,9
33,33.0,42000,42000,MORTGAGE,3.0,3.0,DEBTCONSOLIDATION,A,13000,13000,7.9,0,0.31,0.3095,N,6
28,28.0,144000,140250,RENT,12.0,12.0,PERSONAL,B,10000,10000,9.99,0,0.07,0.0694,N,5
30,30.0,148000,140250,RENT,8.0,8.0,PERSONAL,D,10000,10000,13.55,0,0.07,0.0676,N,9
27,27.0,160000,140250,RENT,3.0,3.0,EDUCATION,E,10000,10000,16.32,0,0.06,0.0625,Y,9
34,34.0,42000,42000,MORTGAGE,1.0,1.0,DEBTCONSOLIDATION,C,10000,10000,14.65,0,0.24,0.2381,N,6
27,27.0,36000,36000,MORTGAGE,8.0,8.0,HOMEIMPROVEMENT,A,12500,12500,6.03,1,0.35,0.3472,N,7
27,27.0,42000,42000,OWN,4.0,4.0,EDUCATION,C,10000,10000,14.65,0,0.24,0.2381,N,7
27,27.0,275000,140250,RENT,7.0,7.0,HOMEIMPROVEMENT,D,10000,10000,14.91,0,0.04,0.0364,Y,10
30,30.0,42000,42000,OWN,7.0,7.0,EDUCATION,A,1200,1200,6.62,0,0.03,0.0286,N,8
32,32.0,25404,25404,RENT,16.0,16.0,EDUCATION,C,9950,9950,12.68,1,0.39,0.3917,Y,7
32,32.0,25200,25200,RENT,9.0,9.0,MEDICAL,A,4900,4900,6.17,0,0.19,0.1944,N,6
28,28.0,42000,42000,MORTGAGE,12.0,12.0,VENTURE,A,7300,7300,,0,0.17,0.1738,N,9
27,27.0,30000,30000,RENT,11.0,11.0,MEDICAL,B,4900,4900,11.71,0,0.16,0.1633,N,5
31,31.0,24000,24000,RENT,0.0,0.0,DEBTCONSOLIDATION,A,9925,9925,6.62,1,0.41,0.4135,N,6
33,33.0,42000,42000,OWN,,,VENTURE,B,5000,5000,10.59,0,0.12,0.119,N,6
30,30.0,93500,93500,RENT,3.0,3.0,EDUCATION,C,9925,9925,12.09,0,0.11,0.1061,Y,7
28,28.0,39000,39000,RENT,3.0,3.0,VENTURE,B,9900,9900,10.95,0,0.25,0.2538,N,6
31,31.0,41303,41303,RENT,4.0,4.0,PERSONAL,B,9900,9900,11.89,0,0.24,0.2397,N,10
27,27.0,50000,50000,RENT,1.0,1.0,PERSONAL,C,9900,9900,14.35,0,0.2,0.198,N,5
32,32.0,70000,70000,RENT,2.0,2.0,PERSONAL,A,9850,9850,7.75,0,0.14,0.1407,N,9
32,32.0,25000,25000,RENT,,,HOMEIMPROVEMENT,C,9800,9800,12.23,1,0.39,0.392,Y,8
30,30.0,38400,38400,RENT,2.0,2.0,PERSONAL,B,9800,9800,11.48,0,0.26,0.2552,N,5
27,27.0,48000,48000,RENT,7.0,7.0,EDUCATION,A,9800,9800,8.59,0,0.2,0.2042,N,5
31,31.0,42000,42000,MORTGAGE,3.0,3.0,MEDICAL,A,9000,9000,6.99,0,0.21,0.2143,N,8
30,30.0,42000,42000,OWN,,,PERSONAL,C,4000,4000,15.23,0,0.1,0.0952,Y,9
35,35.0,36000,36000,MORTGAGE,4.0,4.0,EDUCATION,B,16000,16000,10.99,1,0.44,0.4444,N,8
28,28.0,42000,42000,MORTGAGE,5.0,5.0,HOMEIMPROVEMENT,A,6000,6000,5.42,0,0.14,0.1429,N,9
27,27.0,42000,42000,MORTGAGE,11.0,11.0,PERSONAL,A,3500,3500,8.49,0,0.08,0.0833,N,9
31,31.0,20800,20800,RENT,3.0,3.0,MEDICAL,D,9750,9750,17.19,1,0.47,0.4688,Y,6
28,28.0,21600,21600,RENT,4.0,4.0,VENTURE,D,9750,9750,,1,0.45,0.4514,N,10
28,28.0,32400,32400,RENT,3.0,3.0,MEDICAL,D,4900,4900,14.12,1,0.15,0.1512,N,7
27,27.0,43000,43000,RENT,8.0,8.0,VENTURE,B,4900,4900,9.91,0,0.11,0.114,N,5
33,33.0,38000,38000,RENT,10.0,10.0,EDUCATION,C,4900,4900,10.28,1,0.13,0.1289,Y,6
29,29.0,64000,64000,RENT,13.0,13.0,PERSONAL,C,4900,4900,,0,0.08,0.0766,Y,10
28,28.0,42100,42100,RENT,0.0,0.0,PERSONAL,B,4925,4925,11.49,0,0.12,0.117,N,7
27,27.0,30000,30000,RENT,5.0,5.0,PERSONAL,B,4975,4975,10.37,0,0.17,0.1658,N,10
30,30.0,42000,42000,OWN,8.0,8.0,MEDICAL,C,8000,8000,12.99,0,0.19,0.1905,N,9
33,33.0,42000,42000,MORTGAGE,2.0,2.0,PERSONAL,A,9050,9050,7.49,0,0.22,0.2155,N,7
29,29.0,27919,27919,RENT,,,VENTURE,B,5000,5000,,0,0.18,0.1791,N,10
29,29.0,28000,28000,RENT,2.0,2.0,MEDICAL,D,5000,5000,16.07,1,0.18,0.1786,N,8
29,29.0,28140,28140,RENT,0.0,0.0,MEDICAL,A,5000,5000,7.29,0,0.18,0.1777,N,9
34,34.0,42000,42000,MORTGAGE,18.0,18.0,HOMEIMPROVEMENT,A,2000,2000,5.79,0,0.05,0.0476,N,8
